BarnName,Index,DHIID,RFID,AgeMons_Ref,HfrMerit$,DateDue,SireCode,MGSCode,DamName,DamPTAM,DamPTAF,DamPTAP,DamMerit$,SireMerit$
7207 ,7207,47VCP2210,,23,+562,2-18,7HO6417,1HO7127,5873,+2085,+47,+63,+428,+696
8513 ,8513,47VFF1131,,6,+557,,1HO9167,94JE3083,6116,+2260,+49,+47,+397,+717
8556 ,8556,000000000,,5,+529,,1HO2543,7HO6417,2965,+925,+62,+46,+581,+476
8828 ,8828,000000000,,,+521,,1HO9995,7HO6417,5583,+651,+38,+39,+476,+565
8484 ,8484,47VFF1017,,6,+512,,751HO9952,501HO7169,6792,+128,+13,+6,+432,+591
8243 ,8243,000000000,,9,+470,,751HO9103,7HO6417,6613,+283,+53,+22,+467,+473
7707 ,7707,000000000,,18,+459,8-12,501HO8407,7HO6417,6176,+799,+51,+39,+580,+338
8451 ,8451,47VEB6995,,6,+458,,1HO7127,7HO6417,5026,+832,+47,+37,+463,+453
8430 ,8430,47VEB6964,,7,+457,,1HO7290,1HO8752,5474,+766,+43,+35,+443,+470
8517 ,8517,47VFF1158,,5,+452,,751HO9952,14HO4099,6821,+534,-3,+20,+313,+591
7630 ,7630,47VCP2867,,18,+448,8-28,1HO7127,1HO8752,5474,+766,+43,+35,+443,+453
8409 ,8409,47VEB6972,,7,+443,,1HO2676,7HO6417,2721,+930,+44,+45,+435,+450
7759 ,7759,47VEB5291,,16,+438,9-28,7HO7615,7HO6417,5655,+984,+49,+38,+439,+437
8617 ,8617,000000000,,4,+436,,751HO9103,14HO4099,6259,+759,+13,+28,+398,+473
8646 ,8646,000000000,,4,+436,,1HO9167,29HO10321,5421,+143,+25,+7,+154,+717
8290 ,8290,000000000,,9,+433,,751HO9208,1HO5045,6631,+456,+47,+28,+452,+413
8533 ,8533,47VFF1160,,5,+432,,1HO9167,1HO6721,6196,+534,+28,+6,+146,+717
7944 ,7944,47VEB6341,,14,+431,,1HO8654,29HO10483,5805,+825,+59,+25,+334,+527
8832 ,8832,000000000,,,+430,,1HO9593,1HO7127,5756,+1135,+71,+43,+469,+391
7226 ,7226,000000000,,23,+429,3-03,1HO7169,7HO6417,5134,+344,+29,+29,+403,+455
8767 ,8767,000000000,,1,+428,,1HO9167,507HO6838,6319,+566,+39,+12,+138,+717
7592 ,7592,47VCP2882,,19,+427,9-22,1HO6833,7HO6417,2783,+1050,+63,+41,+468,+386
8395 ,8395,47VEB6823,,7,+427,,1HO7290,1HO6721,6054,+618,+49,+19,+384,+470
8280 ,8280,000000000,,9,+425,,751HO9103,7HO6168,6672,+910,+39,+37,+376,+473
8487 ,8487,47VFF1165,,6,+424,,1HO2676,7HO6417,5079,+1073,+43,+40,+398,+450
8514 ,8514,47VFF1146,,6,+416,,751HO9103,1HO7169,6803,+446,+25,+18,+359,+473
7670 ,7670,47VEB5308,,17,+415,8-02,7HO7615,1HO6360,5324,+198,+4,+12,+393,+437
8490 ,8490,47VFF1156,,6,+415,,1HO8764,1HO6360,2818,+649,-6,+21,+315,+514
8820 ,8820,000000000,,1,+415,,1HO8927,1HO5588,5865,+1010,+19,+25,+249,+581
7845 ,7845,47VEB6079,,15,+414,10-12,501HO7169,29HO10681,6190,+651,+27,+25,+373,+455
7208 ,7208,47VCP2218,,23,+412,2-14,7HO6417,1HO7235,5968,-149,+11,-3,+127,+696
8804 ,8804,000000000,,1,+412,,1HO9167,29HO9155,5901,+263,+6,+12,+107,+717
8705 ,8705,000000000,,2,+410,,1HO2676,507HO6838,5853,+1582,+56,+48,+369,+450
8527 ,8527,47VFF1137,,5,+408,,751HO9103,1HO9362,6829,+1156,+12,+30,+342,+473
8159 ,8159,47VEB6577,,10,+407,,501HO8824,7HO6417,6579,+288,+31,+24,+368,+445
7531 ,7531,47VCP2571,,19,+406,6-14,1HO7290,11HO9651,6081,+797,+55,+19,+342,+470
8216 ,8216,000000000,,10,+400,,1HO2576,29HO10681,5829,+652,+29,+22,+288,+511E
8448 ,8448,47VEB6982,,6,+400,,1HO2543,29HO10792,6220,+1304,+61,+38,+323,+476
7292 ,7292,000000000,,22,+399,3-14,1HO6845,29HO9155,5932,+1183,+73,+49,+456,+342
8734 ,8734,000000000,,2,+398,,263HO2980,7HO6417,5587,+18,+6,+8,+272,+524
8142 ,8142,47VEB6580,,11,+397,,501HO8824,507HO6168,6482,+434,+33,+32,+348,+445
8665 ,8665,000000000,,3,+397,,751HO9952,14HO3597,5162,+462,+9,+4,+203,+591
8643 ,8643,000000000,,4,+396,,1HO9137,29HO10792,6148,+664,+42,+25,+308,+483
7128 ,7128,47VCP2096,,24,+395,3-28,501HO7169,29HO10483,5805,+825,+59,+25,+334,+455
8156 ,8156,47VEB6539,,10,+395,,501HO8824,507HO6168,6488,+632,+14,+35,+344,+445
8525 ,8525,47VFF1173,,5,+395,,751HO9952,1HO6987,6809,-76,+28,+3,+199,+591
8394 ,8394,47VEB6850,,7,+394,,1HO7290,1HO6276,5501,+1046,+45,+30,+317,+470
7101 ,7101,000000000,,25,+393,2-02,1HO7169,1HO5588,2851,+1644,+36,+39,+330,+455
8054 ,8054,47VEB6486,,12,+391,,1HO8523,1HO7127,5756,+1135,+71,+43,+469,+312
7735 ,7735,47VEB5289,,17,+390,8-19,501HO7169,29HO10792,6283,+1214,+44,+41,+324,+455
8250 ,8250,000000000,,9,+390,,1HO9103,1HO8675,5965,+92,+34,+18,+307,+473
7884 ,7884,47VEB6091,,14,+388,,501HO8883,203HO421,6377,+798,+50,+24,+383,+392
8406 ,8406,47VFF1006,,7,+386,,1HO9496,9HO2575,2684,+289,+7,+19,+333,+438
7315 ,7315,47VCP2401,,22,+385,3-22,1HO9471,1HO6671,2991,+931,+40,+27,+274,+496
8483 ,8483,47VFF1015,,6,+385,,1HO2571,14HO3597,6653,+748,+7,+14,+249,+521
7809 ,7809,000000000,,15,+384,10-12,200HO5049,7HO6417,5638,+47,+39,+14,+369,+398
8374 ,8374,47VEB6887,,7,+382,,751HO9103,1HO6833,6650,-68,+9,+1,+291,+473
7923 ,7923,47VEB6402,,14,+381,,501HO8824,203HO421,6350,+1093,-1,+33,+317,+445
7154 ,7154,47VCP2269,,24,+380,2-24,501HO7290,1HO7127,5710,+1053,+33,+40,+290,+470
8040 ,8040,47VEB6470,,12,+380,,1HO8827,1HO7127,5710,+1053,+33,+40,+290,+470
8247 ,8247,000000000,,9,+380,,751HO9208,1HO9321,6629,+888,+50,+28,+346,+413
8340 ,8340,47VEB6853,,8,+379,,1HO9659,1HO7290,6599,+90,+58,+15,+384,+374
8295 ,8295,000000000,,9,+378,,751HO9040,1HO6833,6610,+599,+38,+10,+307,+448
8642 ,8642,000000000,,4,+377,,1HO9554,1HO2406,5153,+1250,+43,+40,+334,+420
8677 ,8677,000000000,,3,+377,,1HO8927,1HO2394,5475,+800,+26,+26,+172,+581
7422 ,7422,47VCP2449,,21,+376,5-03,1HO7235,1HO6721,6054,+618,+49,+19,+384,+368
8442 ,8442,47VEB6994,,6,+374,,751HO9103,507HO7466,6799,+613,+6,+10,+274,+473
7548 ,7548,47VCP2877,,19,+373,7-04,1HO7169,7HO6417,5433,+430,+27,+24,+291,+455
7773 ,7773,000000000,,16,+373,9-14,507HO8165,1HO8977,6227,+1515,+59,+40,+355,+391
7584 ,7584,47VCP2871,,19,+372,7-06,29HO10681,1HO5551,2491,+734,+51,+24,+200,+543
8634 ,8634,000000000,,4,+372,,1HO8523,7HO6417,2691,+597,+41,+28,+431,+312
8301 ,8301,000000000,,9,+371,,1HO7127,1HO5663,6055,+294,+5,+9,+288,+453
8790 ,8790,000000000,,1,+371,,1HO7127,507HO7482,6375,+1019,+29,+35,+289,+453
7167 ,7167,47VCP2273,,24,+369,3-01,1HO7290,14HO3597,5233,+1162,+5,+20,+268,+470
8108 ,8108,47VEB6518,,11,+369,,1HO2564,14HO3597,5222,+1090,+12,+26,+309,+429
8131 ,8131,47VEB6582,,11,+369,,1HO2507,7HO6417,2793,+209,+57,+17,+439,+299
7194 ,7194,47VCP2228,,24,+368,4-23,1HO7169,11HO5183,5185,+777,+6,+29,+281,+455
7327 ,7327,000000000,,22,+368,3-19,1HO9471,9HO2575,2891,+238,+2,+7,+239,+496
7844 ,7844,47VEB6075,,15,+366,10-08,501HO6845,1HO6360,6316,+235,+8,+10,+389,+342
8078 ,8078,47VEB6606,,12,+366,,501HO6845,1HO7290,6528,-47,+56,+15,+390,+342
8729 ,8729,000000000,,2,+366,,1HO9554,1HO6360,2607,-389,+7,-7,+311,+420
7310 ,7310,000000000,,22,+364,3-14,1HO7169,1HO6360,5374,+9,-27,+8,+272,+455
8298 ,8298,000000000,,9,+364,,751HO9103,1HO6721,6630,-127,+21,-3,+254,+473
8728 ,8728,000000000,,2,+363,,1HO2702,1HO6360,5622,-33,-16,-7,+202,+524
8183 ,8183,000000000,,10,+362,,501HO8824,1HO7127,6463,+1073,+33,+32,+278,+445
8689 ,8689,000000000,,3,+362,,1HO9167,1HO5588,6163,+543,-6,+8,+7,+717
8300 ,8300,000000000,,9,+361,,751HO9040,1HO6833,6551,-100,+8,-6,+274,+448
8424 ,8424,47VEB6971,,7,+360,,1HO7127,14HO3367,2766,+164,+25,+14,+267,+453
7356 ,7356,47VCP2447,,22,+359,4-21,501HO7169,1HO7235,6015,+732,+8,+25,+263,+455
8521 ,8521,47VFF1152,,5,+359,,1HO9167,,5487,,,,,+717
8600 ,8600,000000000,,4,+359,,1HO9167,1HO9226,6700,,,,,+717
8647 ,8647,000000000,,4,+359,,1HO9167,1HO5433,6917,,,,,+717
8690 ,8690,000000000,,3,+359,,1HO9167,HB,6927,,,,,+717
8694 ,8694,000000000,,3,+359,,1HO9167,1HO5045,6903,,,,,+717
8699 ,8699,000000000,,3,+359,,1HO9167,507HO6168,6924,,,,,+717
8706 ,8706,000000000,,2,+359,,1HO9167,507HO6838,6942,,,,,+717
8724 ,8724,000000000,,2,+359,,1HO9167,507HO6168,6944,,,,,+717
8785G ,8785,000000000,,1,+359,,1HO9167,HB,5332,,,,,+717
8792 ,8792,000000000,,1,+359,,1HO9167,,5495,,,,,+717
8807 ,8807,000000000,,1,+359,,1HO9167,HBHOLSTEI,6432,,,,,+717
7479 ,7479,47VCP2649,,20,+358,8-03,7HO7482,1HO8675,5965,+92,+34,+18,+307,+409
8120 ,8120,47VEB6542,,11,+358,,507HO8165,507HO6168,6490,+342,+16,+31,+325,+391
8636 ,8636,000000000,,4,+358,,1HO6845,29HO10681,6190,+651,+27,+25,+373,+342
8269 ,8269,000000000,,9,+357,,1HO8827,1HO5588,6070,+1076,+5,+23,+243,+470
8351 ,8351,47VEB6881,,8,+357,,1HO7290,507HO6695,6127,+437,+54,+14,+244,+470
7714 ,7714,47VEB5256,,17,+356,7-27,501HO8407,29HO10681,6190,+651,+27,+25,+373,+338
7719 ,7719,47VEB5276,,17,+356,8-16,501HO8407,29HO10681,6190,+651,+27,+25,+373,+338
7697 ,7697,000000000,,17,+355,9-16,1HO7169,29HO10321,5468,+809,+51,+24,+254,+455
8437 ,8437,47VEB6979,,7,+355,,751HO9103,1HO7290,6712,-149,+51,+7,+237,+473
8485 ,8485,47VFF1024,,6,+355,,1HO9103,1HO6833,6753,+209,+30,+3,+236,+473
8759 ,8759,000000000,,1,+355,,1HO8562,1HO7127,5754,+600,+37,+27,+271,+439
8090 ,8090,47VEB6524,,12,+354,,501HO6833,7HO6417,6471,-89,+25,+11,+322,+386
8503 ,8503,000000000,,6,+354,,1HO9137,1HO5588,2769,+1244,+43,+23,+225,+483
8818 ,8818,000000000,,1,+354,,1HO7127,3HO5678,5291,+412,+33,+21,+255,+453
8819 ,8819,000000000,,1,+354,,1HO7127,3HO5678,5291,+412,+33,+21,+255,+453
7272 ,7272,47VCP2382,,23,+353,4-27,29HO10493,29HO10302,5985,+901,+31,+20,+248,+458
8420 ,8420,47VFF1032,,7,+353,,1HO6827,1HO6833,6714,+322,+25,+12,+327,+378
8472 ,8472,47VEB6963,,6,+353,,751HO9040,11HO7123,6824,+645,+7,+22,+258,+448
8625 ,8625,000000000,,4,+353,,1HO2656,1HO5583,2907,+630,-10,+28,+166,+539
8675 ,8675,000000000,,3,+352,,1HO7290,1HO7235,6373,+359,+12,+16,+233,+470
8707 ,8707,000000000,,2,+352,,1HO9925,7HO5710,2318,+659,+7,+28,+292,+411
8375 ,8375,47VEB6865,,7,+351,,1HO8654,203HO466,5323,-97,-22,+2,+175,+527
8212 ,8212,47VEB6602,,10,+350,,501HO8328,1HO7290,6522,+898,+77,+31,+412,+288
7621 ,7621,47VEB5285,,18,+349,7-17,507HO8165,507HO7043,6144,+365,+25,+18,+306,+391
8031 ,8031,47VEB6515,,12,+349,,501HO8824,1HO7127,6465,+1434,+43,+47,+252,+445
8649 ,8649,000000000,,3,+349,,1HO2644,7HO6417,5655,+984,+49,+38,+439,+259
7734 ,7734,47VEB5269,,17,+348,8-19,501HO6987,1HO6721,6155,+370,+35,+10,+376,+320
8186 ,8186,47VEB6596,,10,+348,,501HO6833,7HO7482,6570,+957,+52,+30,+310,+386
7223 ,7223,000000000,,23,+347,4-21,501HO7290,1HO6802,5925,+743,+17,+10,+224,+470
7881 ,7881,47VEB6030,,14,+347,,1HO6827,1HO6360,5600,+155,+8,+4,+316,+378
8553 ,8553,000000000,,5,+347,,751HO8764,1HO6833,6767,+14,+9,-3,+179,+514
7425 ,7425,47VCP2570,,21,+346,5-29,501HO8717,1HO7154,6065,+759,+34,+31,+324,+368
8327 ,8327,47VEB6874,,8,+346,,751HO7290,7HO6782,6668,+328,+16,+9,+221,+470
8415 ,8415,47VEB6959,,7,+346,,751HO9040,501HO7290,6768,-119,+49,+12,+244,+448
8803 ,8803,000000000,,1,+346,,1HO6845,1HO7127,6436,+1042,+41,+38,+350,+342
7805 ,7805,000000000,,15,+345,10-12,507HO8165,1HO5663,6101,+1219,+35,+35,+298,+391
8207 ,8207,47VEB6611,,10,+344,,751HO8812,1HO7290,6585,+390,+74,+21,+392,+296
8788 ,8788,000000000,,1,+344,,1HO8654,1HO6671,5183,-100,+5,+6,+161,+527
7574 ,7574,47VCP2922,,19,+343,8-19,1HO9527,9HO2575,5198,-277,-37,-10,+38,+648
8010 ,8010,47VEB6343,,13,+343,,1HO8654,29HO9155,5870,+654,+4,+27,+159,+527
7841 ,7841,47VEB6049,,15,+342,10-12,501HO7169,1HO6833,6253,+320,+28,-1,+229,+455
8397 ,8397,47VEB6895,,7,+342,,1HO9309,7HO6417,2664,+324,+41,+21,+433,+250
8599 ,8599,000000000,,4,+342,,1HO9554,29HO9138,6250,+812,+33,+22,+264,+420
7119 ,7119,47VCP2079,,25,+341,1-17,501HO7290,14HO3751,5788,+769,+35,+37,+212,+470
8059 ,8059,47VEB6488,,12,+341,,1HO2610,1HO6360,5038,+218,-5,-2,+252,+430
8289 ,8289,000000000,,9,+341,,1HO7127,1HO6802,5209,+1100,-3,+25,+228,+453
8711 ,8711,000000000,,2,+341,,1HO7290,1HO8624,5459,+516,+23,+19,+211,+470
8138 ,8138,47VEB6595,,11,+340,,1HO7127,14HO3831,5279,+856,+34,+18,+226,+453
7675 ,7675,000000000,,17,+339,9-12,1HO7690,7HO6417,5026,+832,+47,+37,+463,+214
8104 ,8104,47VEB6478,,11,+339,,501HO8824,1HO5663,6443,+632,+19,+21,+232,+445
7804 ,7804,000000000,,15,+338,9-29,1HO7900,11HO5183,5602,+894,+23,+33,+256,+420
8226 ,8226,000000000,,10,+338,,507HO7466,1HO5045,6559,+457,+44,+33,+429,+247
8227 ,8227,000000000,,10,+338,,507HO7466,1HO5045,6559,+457,+44,+33,+429,+247
8244 ,8244,000000000,,9,+338,,751HO8812,507HO7482,6602,+862,+24,+31,+379,+296
7674 ,7674,47VEB5253,,17,+337,8-03,1HO2509,11HO8046,2874,-313,+12,-2,+252,+422
8542 ,8542,47VFF1130,,5,+337,,1HO9554,1HO6721,6239,+965,+32,+25,+253,+420
8583 ,8583,000000000,,4,+337,,1HO9103,1HO6939,6822,-102,+40,+2,+201,+473
8812 ,8812,000000000,,1,+337,,1HO6773,11HO7094,5819,+338,+30,+22,+306,+368
8712 ,8712,000000000,,2,+336,,1HO6845,29HO11111,6246,+569,+34,+18,+330,+342
7351 ,7351,47VCP2389,,22,+335,4-03,1HO7767,7HO6417,2762,+281,+11,+17,+337,+333
7561 ,7561,47VCP2919,,19,+335,7-23,1HO7169,9HO2575,2919,+47,-16,+5,+215,+455
8175 ,8175,47VEB6575,,10,+335,,501HO8328,1HO7290,6598,+392,+70,+26,+381,+288
8644 ,8644,000000000,,4,+335,,263HO2980,14HO2736,5270,+63,+8,-2,+146,+524
8386 ,8386,47VEB6883,,7,+333,,1HO9496,1HO2406,5850,+375,+20,+7,+228,+438
7538 ,7538,47VCP2665,,19,+332,7-22,1HO9673,9HO2575,2806,+665,+9,+18,+247,+417
7567 ,7567,47VCP2925,,19,+332,7-01,29HO10681,7HO6168,2398,-315,+0,+7,+121,+543
7971 ,7971,47VEB6347,,13,+332,,1HO9935,9HO2575,2639,-77,+0,-4,+238,+425
7967 ,7967,47VEB6373,,13,+331,,501HO8407,507HO7173,6372,+426,+34,+14,+323,+338
8368 ,8368,47VEB6844,,8,+331,,751HO9208,1HO7235,6606,+952,+21,+27,+248,+413
8405 ,8405,47VEB6969,,7,+331,,751HO9103,1HO2406,6675,+1128,+28,+34,+189,+473
8628 ,8628,000000000,,4,+331,,1HO8764,203HO466,5555,-168,-26,-8,+148,+514
7865 ,7865,47VEB6021,,15,+330,,501HO6845,11HO9651,6340,+512,+53,+9,+317,+342
8103 ,8103,47VEB6501,,11,+330,,501HO8598,1HO6833,6462,+839,+39,+21,+403,+256
8528 ,8528,47VFF1159,,5,+330,,1HO8654,14HO3597,5170,-260,-3,-13,+132,+527
8618 ,8618,000000000,,4,+329,,1HO2656,29HO12044,2894,+219,-6,+12,+119,+539
7960 ,7960,47VEB6356,,13,+328,,501HO8407,1HO6833,6404,+758,+35,+15,+318,+338
8347 ,8347,47VEB6889,,8,+328,,1HO9395,1HO2406,6088,+942,+21,+25,+252,+403
8464 ,8464,47VFF1012,,6,+328,,1HO9673,14HO3597,6683,+993,+8,+18,+238,+417
8465 ,8465,47VFF1014,,6,+328,,1HO9673,14HO3597,6683,+993,+8,+18,+238,+417
8731 ,8731,000000000,,2,+328,,1HO7127,507HO6695,6333,-74,+33,+6,+203,+453
7151 ,7151,47VCP2253,,24,+327,2-27,501HO7290,7HO6995,5747,+65,+18,+3,+183,+470
7457 ,7457,47VCP2639,,20,+327,5-25,1HO7235,1HO6721,6021,+292,+10,+1,+286,+368
7570 ,7570,47VCP2907,,19,+327,8-25,7HO7839,1HO6360,2731,+1072,+34,+29,+440,+213
8421 ,8421,47VFF1001,,7,+327,,1HO9591,14HO3597,5818,+574,+32,+14,+401,+252
8645 ,8645,000000000,,4,+327,,1HO8764,1HO6721,6226,+16,+16,-5,+140,+514
7075 ,7075,47VCP2082,,25,+326,1-21,1HO7169,1HO6360,5081,-143,-11,-9,+197,+455
7771 ,7771,47VEB5566,,16,+326,9-07,14HO4239,29HO12044,2948,+641,+24,+23,+265,+386
8098 ,8098,47VEB6485,,11,+326,,1HO2610,7HO6417,5276,+438,+18,+13,+221,+430
8410 ,8410,47VEB6984,,7,+326,,1HO8328,7HO6417,2962,+103,+25,+16,+363,+288
8708 ,8708,000000000,,2,+326,,1HO2702,14HO3597,5400,-191,-5,-11,+127,+524
8168 ,8168,47VEB6569,,10,+325,,1HO2599,14HO2958,1779,+581,+5,+18,+238,+412
8180 ,8180,47VEB6571,,10,+325,,501HO6845,29HO10818,6565,+739,+4,+29,+307,+342
8568 ,8568,000000000,,5,+325,,1HO2676,1HO5551,2491,+734,+51,+24,+200,+450
8569 ,8569,000000000,,5,+325,,1HO2676,1HO5551,2491,+734,+51,+24,+200,+450
7948 ,7948,47VEB6407,,14,+324,,1HO2582,29HO10321,5358,+571,+39,+16,+212,+435
8457 ,8457,47VEB6954,,6,+324,,1HO6845,507HO7043,6144,+365,+25,+18,+306,+342
7751 ,7751,47VEB5545,,16,+323,9-15,507HO7466,14HO4099,6259,+759,+13,+28,+398,+247
8500 ,8500,47VFF1161,,6,+323,,1HO2623,7HO5605,6141,+637,+36,+17,+205,+440
8559 ,8559,000000000,,5,+323,,751HO9103,14HO3597,6686,-321,-23,-17,+172,+473
7110 ,7110,47VCP2056,,25,+321,1-21,1HO7169,9HO2575,5171,+382,-2,+6,+186,+455
7624 ,7624,47VEB5300,,18,+321,7-21,501HO7169,1HO5663,6159,+749,+20,+23,+187,+455
7810 ,7810,000000000,,15,+321,9-28,507HO8165,507HO7173,6273,+503,+14,+12,+250,+391
7828 ,7828,47VEB6092,,15,+321,,1HO9541,11HO5293,2006,+629,+16,+27,+257,+385
8270 ,8270,000000000,,9,+321,,751HO9040,1HO7235,6611,+885,+32,+24,+194,+448
7864 ,7864,47VEB6065,,15,+320,,200HO5049,29HO10728,5764,+730,+9,+32,+241,+398
7950 ,7950,47VEB6362,,14,+320,,501HO6845,11HO7741,6415,+498,+26,+13,+297,+342
8716 ,8716,000000000,,2,+320,,1HO2687,29HO10483,5428,+696,+31,+18,+251,+388
7209 ,7209,47VCP2229,,23,+319,3-02,1HO7169,1HO6802,5105,+542,+7,+8,+182,+455
7893 ,7893,47VEB6035,,14,+319,,1HO7794,1HO6360,5546,-352,-6,-5,+315,+322
8008 ,8008,47VEB6391,,13,+319,,501HO8824,1HO9065,6362,+185,+19,+11,+193,+445
8283 ,8283,47VEB6864,,9,+319,,1HO8407,203HO421,5316,+1035,+19,+31,+300,+338
8455 ,8455,47VEB6957,,6,+319,,1HO2543,1HO5588,2578,+1120,+10,+27,+162,+476
